P_NR	SURVEY	SP	PURPOSE	AGE	TRAIN_AV	CAR_AV	SM_AV	TRAIN_TT	TRAIN_CO	GA	TRAIN_FR	SM_TT	SM_CO	SM_FR	SM_SEATS	CAR_TT	CAR_CO	GROUP	CHOICE
2067	1	1	1	2	1	1	1	341	56	0	30	188	74	20	0	260	125	3	2
2068	1	1	1	2	1	1	1	280	56	0	60	188	74	30	0	160	162	3	2
2069	1	1	1	2	1	1	1	300	62	0	30	188	70	30	0	260	100	3	2
2070	1	1	1	2	1	1	1	300	56	0	30	194	62	10	0	160	125	3	2
2071	1	1	1	2	1	1	1	300	74	0	60	188	78	20	0	160	100	3	2
2072	1	1	1	2	1	1	1	341	74	0	30	194	80	30	0	160	162	3	2
2073	1	1	1	2	1	1	1	300	62	0	60	194	80	30	0	200	125	3	2
2074	1	1	1	3	1	1	1	261	217	0	120	140	225	30	0	190	155	3	3
2075	1	1	1	3	1	1	1	201	163	0	120	145	181	30	0	247	124	3	2
2076	1	1	1	3	1	1	1	261	163	0	120	151	189	20	0	152	124	3	3
2077	1	1	1	3	1	1	1	221	163	0	60	151	189	10	0	247	201	3	2
2078	1	1	1	3	1	1	1	221	181	0	120	151	194	30	0	152	201	3	3
2079	1	1	1	3	1	1	1	201	181	0	60	151	194	20	0	247	155	3	2
2080	1	1	1	3	1	1	1	201	217	0	60	145	237	10	0	190	124	3	3
2081	1	1	1	3	1	1	1	201	181	0	120	140	210	20	0	190	201	3	2
2082	1	1	1	3	1	1	1	221	217	0	30	151	266	20	0	190	201	3	3
2092	1	1	1	3	1	1	1	131	38	0	30	60	43	10	0	90	40	3	3
2093	1	1	1	3	1	1	1	131	38	0	120	56	52	10	0	117	65	3	2
2094	1	1	1	3	1	1	1	131	34	0	30	53	48	20	0	117	50	3	3
2095	1	1	1	3	1	1	1	101	34	0	60	53	48	30	0	72	65	3	2
2096	1	1	1	3	1	1	1	111	38	0	30	53	46	30	0	117	40	3	2
2097	1	1	1	3	1	1	1	111	34	0	30	56	40	10	0	72	50	3	2
2098	1	1	1	3	1	1	1	111	46	0	60	53	49	20	0	72	40	3	2
2099	1	1	1	3	1	1	1	131	46	0	30	56	52	30	0	72	65	3	3
2100	1	1	1	3	1	1	1	111	38	0	60	56	52	30	0	90	50	3	3
2101	1	1	1	3	1	1	1	270	119	0	120	113	127	30	0	190	140	3	2
2102	1	1	1	3	1	1	1	205	89	0	120	119	105	30	0	247	112	3	2
2103	1	1	1	3	1	1	1	270	89	0	120	127	109	20	0	152	112	3	3
2104	1	1	1	3	1	1	1	227	89	0	60	127	109	10	0	247	182	3	2
2105	1	1	1	3	1	1	1	227	99	0	120	127	112	30	0	152	182	3	2
2106	1	1	1	3	1	1	1	205	99	0	60	127	112	20	0	247	140	3	2
2107	1	1	1	3	1	1	1	205	119	0	60	119	137	10	0	190	112	3	2
2108	1	1	1	3	1	1	1	205	99	0	120	113	118	20	0	190	182	3	2
2109	1	1	1	3	1	1	1	227	119	0	30	127	155	20	0	190	182	3	2
2110	1	1	1	3	1	1	1	293	284	0	120	164	330	20	0	351	180	3	3
2111	1	1	1	3	1	1	1	267	284	0	30	156	310	10	0	351	234	3	2
2112	1	1	1	3	1	1	1	344	284	0	60	174	374	30	0	351	144	3	3
2113	1	1	1	3	1	1	1	267	237	0	30	164	330	20	0	216	144	3	3
2114	1	1	1	3	1	1	1	344	213	0	60	164	245	20	0	270	234	3	2
2115	1	1	1	3	1	1	1	293	213	0	120	156	301	10	0	270	144	3	3
2116	1	1	1	3	1	1	1	267	284	0	120	174	374	10	0	216	180	3	3
2117	1	1	1	3	1	1	1	267	213	0	30	174	266	30	0	270	180	3	3
2118	1	1	1	3	1	1	1	344	237	0	60	156	281	10	0	216	180	3	3
2119	1	1	1	3	1	1	1	354	154	0	120	190	161	30	0	190	125	3	3
2120	1	1	1	3	1	1	1	279	115	0	120	196	128	30	0	247	100	3	2
2121	1	1	1	3	1	1	1	354	115	0	120	204	132	20	0	152	100	3	3
2122	1	1	1	3	1	1	1	304	115	0	60	204	132	10	0	247	162	3	2
2123	1	1	1	3	1	1	1	304	128	0	120	204	139	30	0	152	162	3	3
2124	1	1	1	3	1	1	1	279	128	0	60	204	139	20	0	247	125	3	2
2125	1	1	1	3	1	1	1	279	154	0	60	196	165	10	0	190	100	3	3
2126	1	1	1	3	1	1	1	279	128	0	120	190	144	20	0	190	162	3	2
2127	1	1	1	3	1	1	1	304	154	0	30	204	189	20	0	190	162	3	3
2137	1	1	1	3	1	1	1	239	130	0	120	82	139	30	0	170	100	3	3
2138	1	1	1	3	1	1	1	182	97	0	120	88	111	30	0	221	80	3	2
2139	1	1	1	3	1	1	1	239	97	0	120	96	116	20	0	136	80	3	3
2140	1	1	1	3	1	1	1	201	97	0	60	96	116	10	0	221	130	3	2
2141	1	1	1	3	1	1	1	201	108	0	120	96	123	30	0	136	130	3	3
2142	1	1	1	3	1	1	1	182	108	0	60	96	123	20	0	221	100	3	2
2143	1	1	1	3	1	1	1	182	130	0	60	88	144	10	0	170	80	3	3
2144	1	1	1	3	1	1	1	182	108	0	120	82	128	20	0	170	130	3	3
2145	1	1	1	3	1	1	1	201	130	0	30	96	172	20	0	170	130	3	3
2146	1	1	1	4	1	1	1	292	131	0	120	71	140	30	0	220	125	3	3
2147	1	1	1	4	1	1	1	224	98	0	120	80	112	30	0	286	100	3	2
2148	1	1	1	4	1	1	1	292	98	0	120	92	122	20	0	176	100	3	3
2149	1	1	1	4	1	1	1	247	98	0	60	92	122	10	0	286	162	3	2
2150	1	1	1	4	1	1	1	247	109	0	120	92	122	30	0	176	162	3	3
2151	1	1	1	4	1	1	1	224	109	0	60	92	122	20	0	286	125	3	2
2152	1	1	1	4	1	1	1	224	131	0	60	80	150	10	0	220	100	3	3
2153	1	1	1	4	1	1	1	224	109	0	120	71	133	20	0	220	162	3	2
2154	1	1	1	4	1	1	1	247	131	0	30	92	178	20	0	220	162	3	3
2155	1	1	1	2	1	1	1	205	49	0	30	69	56	10	0	150	68	3	2
2156	1	1	1	2	1	1	1	205	49	0	120	61	70	10	0	195	110	3	2
2157	1	1	1	2	1	1	1	205	44	0	30	55	64	20	0	195	85	3	2
2158	1	1	1	2	1	1	1	159	44	0	60	55	64	30	0	120	110	3	2
2159	1	1	1	2	1	1	1	174	49	0	30	55	58	30	0	195	68	3	2
2160	1	1	1	2	1	1	1	174	44	0	30	61	52	10	0	120	85	3	2
2161	1	1	1	2	1	1	1	174	59	0	60	55	64	20	0	120	68	3	2
2162	1	1	1	2	1	1	1	205	59	0	30	61	66	30	0	120	110	3	2
2163	1	1	1	2	1	1	1	174	49	0	60	61	70	30	0	150	85	3	2
2173	1	1	1	3	1	1	1	120	96	0	120	65	106	20	0	130	60	3	2
2174	1	1	1	3	1	1	1	109	96	0	30	62	99	10	0	130	78	3	2
2175	1	1	1	3	1	1	1	142	96	0	60	69	123	30	0	130	48	3	3
2176	1	1	1	3	1	1	1	109	80	0	30	65	106	20	0	80	48	3	3
2177	1	1	1	3	1	1	1	142	72	0	60	65	83	20	0	100	78	3	2
2178	1	1	1	3	1	1	1	120	72	0	120	62	98	10	0	100	48	3	3
2179	1	1	1	3	1	1	1	109	96	0	120	69	123	10	0	80	60	3	3
2180	1	1	1	3	1	1	1	109	72	0	30	69	90	30	0	100	60	3	2
2181	1	1	1	3	1	1	1	142	80	0	60	62	95	10	0	80	60	3	2
2182	1	1	1	3	1	1	1	156	100	0	120	74	103	30	0	110	65	3	3
2183	1	1	1	3	1	1	1	120	75	0	120	77	86	30	0	143	52	3	2
2184	1	1	1	3	1	1	1	156	75	0	120	81	90	20	0	88	52	3	3
2185	1	1	1	3	1	1	1	132	75	0	60	81	90	10	0	143	84	3	2
2186	1	1	1	3	1	1	1	132	83	0	120	81	91	30	0	88	84	3	3
2187	1	1	1	3	1	1	1	120	83	0	60	81	91	20	0	143	65	3	3
2188	1	1	1	3	1	1	1	120	100	0	60	77	108	10	0	110	52	3	3
2189	1	1	1	3	1	1	1	120	83	0	120	74	98	20	0	110	84	3	2
2190	1	1	1	3	1	1	1	132	100	0	30	81	123	20	0	110	84	3	3
2191	1	1	1	2	1	1	1	119	36	0	30	93	56	10	0	60	24	3	3
2192	1	1	1	2	1	1	1	119	36	0	120	90	68	10	0	78	39	3	2
2193	1	1	1	2	1	1	1	119	32	0	30	88	60	20	0	78	30	3	2
2194	1	1	1	2	1	1	1	92	32	0	60	88	60	30	0	48	39	3	3
2195	1	1	1	2	1	1	1	101	36	0	30	88	58	30	0	78	24	3	2
2196	1	1	1	2	1	1	1	101	32	0	30	90	50	10	0	48	30	3	3
2197	1	1	1	2	1	1	1	101	43	0	60	88	65	20	0	48	24	3	3
2198	1	1	1	2	1	1	1	119	43	0	30	90	68	30	0	48	39	3	3
2199	1	1	1	2	1	1	1	101	36	0	60	90	68	30	0	60	30	3	3
2200	1	1	1	3	1	1	1	133	170	0	120	84	181	20	0	130	50	3	2
2201	1	1	1	3	1	1	1	121	170	0	30	81	169	10	0	130	65	3	2
2202	1	1	1	3	1	1	1	156	170	0	60	88	210	30	0	130	40	3	2
2203	1	1	1	3	1	1	1	121	142	0	30	84	181	20	0	80	40	3	3
2204	1	1	1	3	1	1	1	156	128	0	60	84	147	20	0	100	65	3	2
2205	1	1	1	3	1	1	1	133	128	0	120	81	169	10	0	100	40	3	2
2206	1	1	1	3	1	1	1	121	170	0	120	88	210	10	0	80	50	3	3
2207	1	1	1	3	1	1	1	121	128	0	30	88	153	30	0	100	50	3	2
2208	1	1	1	3	1	1	1	156	142	0	60	81	162	10	0	80	50	3	3
2236	1	1	1	4	1	1	1	106	91	0	120	51	99	20	0	143	75	3	2
2237	1	1	1	4	1	1	1	96	91	0	30	48	95	10	0	143	97	3	2
2238	1	1	1	4	1	1	1	125	91	0	60	55	114	30	0	143	60	3	2
2239	1	1	1	4	1	1	1	96	76	0	30	51	99	20	0	88	60	3	3
2240	1	1	1	4	1	1	1	125	68	0	60	51	80	20	0	110	97	3	2
2241	1	1	1	4	1	1	1	106	68	0	120	48	95	10	0	110	60	3	3
2242	1	1	1	4	1	1	1	96	91	0	120	55	114	10	0	88	75	3	3
2243	1	1	1	4	1	1	1	96	68	0	30	55	83	30	0	110	75	3	3
2244	1	1	1	4	1	1	1	125	76	0	60	48	90	10	0	88	75	3	3
2245	1	1	1	2	1	1	1	190	103	0	120	83	108	30	0	130	100	3	2
2246	1	1	1	2	1	1	1	151	77	0	120	88	90	30	0	169	80	3	2
2247	1	1	1	2	1	1	1	190	77	0	120	94	91	20	0	104	80	3	3
2248	1	1	1	2	1	1	1	164	77	0	60	94	91	10	0	169	130	3	2
2249	1	1	1	2	1	1	1	164	86	0	120	94	95	30	0	104	130	3	3
2250	1	1	1	2	1	1	1	151	86	0	60	94	95	20	0	169	100	3	2
2251	1	1	1	2	1	1	1	151	103	0	60	88	111	10	0	130	80	3	2
2252	1	1	1	2	1	1	1	151	86	0	120	83	99	20	0	130	130	3	2
2253	1	1	1	2	1	1	1	164	103	0	30	94	128	20	0	130	130	3	2
2254	1	1	1	3	1	1	1	269	116	0	120	171	118	30	0	160	95	3	2
2255	1	1	1	3	1	1	1	209	87	0	120	174	97	30	0	208	76	3	2
2256	1	1	1	3	1	1	1	269	87	0	120	178	99	20	0	128	76	3	3
2257	1	1	1	3	1	1	1	229	87	0	60	178	99	10	0	208	123	3	2
2258	1	1	1	3	1	1	1	229	97	0	120	178	105	30	0	128	123	3	2
2259	1	1	1	3	1	1	1	209	97	0	60	178	105	20	0	208	95	3	2
2260	1	1	1	3	1	1	1	209	116	0	60	174	122	10	0	160	76	3	3
2261	1	1	1	3	1	1	1	209	97	0	120	171	109	20	0	160	123	3	2
2262	1	1	1	3	1	1	1	229	116	0	30	178	137	20	0	160	123	3	2
2272	1	1	1	4	1	1	1	250	210	0	30	111	225	10	0	200	112	3	3
2273	1	1	1	4	1	1	1	250	210	0	120	103	274	10	0	260	182	3	2
2274	1	1	1	4	1	1	1	250	189	0	30	97	254	20	0	260	140	3	2
2275	1	1	1	4	1	1	1	191	189	0	60	97	254	30	0	160	182	3	3
2276	1	1	1	4	1	1	1	211	210	0	30	97	237	30	0	260	112	3	2
2277	1	1	1	4	1	1	1	211	189	0	30	103	210	10	0	160	140	3	3
2278	1	1	1	4	1	1	1	211	252	0	60	97	266	20	0	160	112	3	3
2279	1	1	1	4	1	1	1	250	252	0	30	103	274	30	0	160	182	3	3
2280	1	1	1	4	1	1	1	211	210	0	60	103	274	30	0	200	140	3	2
2281	1	1	1	3	1	1	1	253	105	0	30	98	118	10	0	220	128	3	2
2282	1	1	1	3	1	1	1	253	105	0	120	88	146	10	0	286	208	3	2
2283	1	1	1	3	1	1	1	253	94	0	30	80	137	20	0	286	160	3	2
2284	1	1	1	3	1	1	1	193	94	0	60	80	137	30	0	176	208	3	2
2285	1	1	1	3	1	1	1	213	105	0	30	80	127	30	0	286	128	3	2
2286	1	1	1	3	1	1	1	213	94	0	30	88	109	10	0	176	160	3	2
2287	1	1	1	3	1	1	1	213	126	0	60	80	137	20	0	176	128	3	2
2288	1	1	1	3	1	1	1	253	126	0	30	88	146	30	0	176	208	3	2
2289	1	1	1	3	1	1	1	213	105	0	60	88	146	30	0	220	160	3	2
2308	1	1	1	2	1	1	1	189	106	0	120	148	112	20	0	260	110	3	2
2309	1	1	1	2	1	1	1	173	106	0	30	145	109	10	0	260	143	3	2
2310	1	1	1	2	1	1	1	221	106	0	60	152	127	30	0	260	88	3	3
2311	1	1	1	2	1	1	1	173	88	0	30	148	109	20	0	160	88	3	3
2312	1	1	1	2	1	1	1	221	79	0	60	148	90	20	0	200	143	3	2
2313	1	1	1	2	1	1	1	189	79	0	120	145	105	10	0	200	88	3	2
2314	1	1	1	2	1	1	1	173	106	0	120	152	127	10	0	160	110	3	3
2315	1	1	1	2	1	1	1	173	79	0	30	152	92	30	0	200	110	3	1
2316	1	1	1	2	1	1	1	221	88	0	60	145	99	10	0	160	110	3	3
2317	1	1	1	3	1	1	1	168	94	0	120	113	105	20	0	143	80	3	3
2318	1	1	1	3	1	1	1	151	94	0	30	110	97	10	0	143	104	3	2
2319	1	1	1	3	1	1	1	202	94	0	60	117	112	30	0	143	64	3	3
2320	1	1	1	3	1	1	1	151	78	0	30	113	99	20	0	88	64	3	3
2321	1	1	1	3	1	1	1	202	70	0	60	113	81	20	0	110	104	3	3
2322	1	1	1	3	1	1	1	168	70	0	120	110	92	10	0	110	64	3	3
2323	1	1	1	3	1	1	1	151	94	0	120	117	112	10	0	88	80	3	3
2324	1	1	1	3	1	1	1	151	70	0	30	117	84	30	0	110	80	3	3
2325	1	1	1	3	1	1	1	202	78	0	60	110	90	10	0	88	80	3	3
2326	1	1	1	4	1	1	1	200	252	0	120	71	281	20	0	273	135	3	3
2327	1	1	1	4	1	1	1	182	252	0	30	63	266	10	0	273	175	3	2
2328	1	1	1	4	1	1	1	236	252	0	60	81	337	30	0	273	108	3	3
2329	1	1	1	4	1	1	1	182	210	0	30	71	293	20	0	168	108	3	3
2330	1	1	1	4	1	1	1	236	189	0	60	71	218	20	0	210	175	3	2
2331	1	1	1	4	1	1	1	200	189	0	120	63	266	10	0	210	108	3	3
2332	1	1	1	4	1	1	1	182	252	0	120	81	337	10	0	168	135	3	3
2333	1	1	1	4	1	1	1	182	189	0	30	81	225	30	0	210	135	3	2
2334	1	1	1	4	1	1	1	236	210	0	60	63	245	10	0	168	135	3	2
2344	1	1	1	3	1	1	1	54	19	0	120	30	25	20	0	65	30	3	2
2345	1	1	1	3	1	1	1	51	19	0	30	28	22	10	0	65	39	3	2
2346	1	1	1	3	1	1	1	61	19	0	60	32	31	30	0	65	24	3	1
2347	1	1	1	3	1	1	1	51	16	0	30	30	26	20	0	40	24	3	1
2348	1	1	1	3	1	1	1	61	14	0	60	30	18	20	0	50	39	3	2
2349	1	1	1	3	1	1	1	54	14	0	120	28	22	10	0	50	24	3	2
2350	1	1	1	3	1	1	1	51	19	0	120	32	31	10	0	40	30	3	1
2351	1	1	1	3	1	1	1	51	14	0	30	32	19	30	0	50	30	3	1
2352	1	1	1	3	1	1	1	61	16	0	60	28	21	10	0	40	30	3	2
2353	1	1	1	4	1	1	1	106	72	0	120	34	78	30	0	90	60	3	2
2354	1	1	1	4	1	1	1	85	54	0	120	37	65	30	0	117	48	3	2
2355	1	1	1	4	1	1	1	106	54	0	120	41	68	20	0	72	48	3	3
2356	1	1	1	4	1	1	1	92	54	0	60	41	68	10	0	117	78	3	2
2357	1	1	1	4	1	1	1	92	60	0	120	41	71	30	0	72	78	3	3
2358	1	1	1	4	1	1	1	85	60	0	60	41	71	20	0	117	60	3	2
2359	1	1	1	4	1	1	1	85	72	0	60	37	84	10	0	90	48	3	2
2360	1	1	1	4	1	1	1	85	60	0	120	34	74	20	0	90	78	3	2
2361	1	1	1	4	1	1	1	92	72	0	30	41	94	20	0	90	78	3	3
2362	1	1	1	3	1	1	1	205	98	0	30	69	111	10	0	140	76	3	3
2363	1	1	1	3	1	1	1	205	98	0	120	61	139	10	0	182	123	3	2
2364	1	1	1	3	1	1	1	205	88	0	30	55	128	20	0	182	95	3	2
2365	1	1	1	3	1	1	1	159	88	0	60	55	128	30	0	112	123	3	2
2366	1	1	1	3	1	1	1	174	98	0	30	55	116	30	0	182	76	3	2
2367	1	1	1	3	1	1	1	174	88	0	30	61	103	10	0	112	95	3	2
2368	1	1	1	3	1	1	1	174	118	0	60	55	128	20	0	112	76	3	3
2369	1	1	1	3	1	1	1	205	118	0	30	61	132	30	0	112	123	3	2
2370	1	1	1	3	1	1	1	174	98	0	60	61	139	30	0	140	95	3	2
2371	1	1	1	2	1	1	1	174	23	0	120	66	25	20	0	221	95	3	2
2372	1	1	1	2	1	1	1	158	23	0	30	60	23	10	0	221	123	3	2
2373	1	1	1	2	1	1	1	207	23	0	60	74	31	30	0	221	76	3	2
2374	1	1	1	2	1	1	1	158	19	0	30	66	31	20	0	136	76	3	2
2375	1	1	1	2	1	1	1	207	17	0	60	66	23	20	0	170	123	3	2
2376	1	1	1	2	1	1	1	174	17	0	120	60	31	10	0	170	76	3	2
2377	1	1	1	2	1	1	1	158	23	0	120	74	31	10	0	136	95	3	2
2378	1	1	1	2	1	1	1	158	17	0	30	74	25	30	0	170	95	3	2
2379	1	1	1	2	1	1	1	207	19	0	60	60	25	10	0	136	95	3	2
2389	1	1	1	4	1	1	1	141	65	0	30	68	74	10	0	120	56	3	3
2390	1	1	1	4	1	1	1	141	65	0	120	64	88	10	0	156	91	3	2
2391	1	1	1	4	1	1	1	141	58	0	30	61	81	20	0	156	70	3	2
2392	1	1	1	4	1	1	1	108	58	0	60	61	81	30	0	96	91	3	3
2393	1	1	1	4	1	1	1	119	65	0	30	61	76	30	0	156	56	3	2
2394	1	1	1	4	1	1	1	119	58	0	30	64	68	10	0	96	70	3	3
2395	1	1	1	4	1	1	1	119	78	0	60	61	84	20	0	96	56	3	3
2396	1	1	1	4	1	1	1	141	78	0	30	64	88	30	0	96	91	3	2
2397	1	1	1	4	1	1	1	119	65	0	60	64	88	30	0	120	70	3	3
2398	1	1	1	4	1	1	1	204	233	0	120	100	266	20	0	221	110	3	3
2399	1	1	1	4	1	1	1	184	233	0	30	94	245	10	0	221	143	3	3
2400	1	1	1	4	1	1	1	245	233	0	60	108	301	30	0	221	88	3	3
2401	1	1	1	4	1	1	1	184	194	0	30	100	266	20	0	136	88	3	3
2402	1	1	1	4	1	1	1	245	175	0	60	100	198	20	0	170	143	3	3
2403	1	1	1	4	1	1	1	204	175	0	120	94	245	10	0	170	88	3	3
2404	1	1	1	4	1	1	1	184	233	0	120	108	301	10	0	136	110	3	3
2405	1	1	1	4	1	1	1	184	175	0	30	108	210	30	0	170	110	3	3
2406	1	1	1	4	1	1	1	245	194	0	60	94	225	10	0	136	110	3	3
2407	1	1	1	3	1	1	1	273	210	0	30	110	237	10	0	220	120	3	2
2408	1	1	1	3	1	1	1	273	210	0	120	100	301	10	0	286	195	3	2
2409	1	1	1	3	1	1	1	273	189	0	30	92	274	20	0	286	150	3	2
2410	1	1	1	3	1	1	1	207	189	0	60	92	274	30	0	176	195	3	2
2411	1	1	1	3	1	1	1	229	210	0	30	92	254	30	0	286	120	3	2
2412	1	1	1	3	1	1	1	229	189	0	30	100	225	10	0	176	150	3	2
2413	1	1	1	3	1	1	1	229	252	0	60	92	274	20	0	176	120	3	3
2414	1	1	1	3	1	1	1	273	252	0	30	100	293	30	0	176	195	3	2
2415	1	1	1	3	1	1	1	229	210	0	60	100	301	30	0	220	150	3	2
2416	1	1	1	3	1	1	1	102	163	0	120	47	176	20	0	117	60	3	2
2417	1	1	1	3	1	1	1	92	163	0	30	44	167	10	0	117	78	3	2
2418	1	1	1	3	1	1	1	122	163	0	60	51	198	30	0	117	48	3	3
2419	1	1	1	3	1	1	1	92	136	0	30	47	176	20	0	72	48	3	3
2420	1	1	1	3	1	1	1	122	122	0	60	47	142	20	0	90	78	3	2
2421	1	1	1	3	1	1	1	102	122	0	120	44	167	10	0	90	48	3	2
2422	1	1	1	3	1	1	1	92	163	0	120	51	198	10	0	72	60	3	3
2423	1	1	1	3	1	1	1	92	122	0	30	51	147	30	0	90	60	3	2
2424	1	1	1	3	1	1	1	122	136	0	60	44	155	10	0	72	60	3	2
2425	1	1	1	3	1	1	1	231	74	0	30	149	78	10	0	140	68	3	3
2426	1	1	1	3	1	1	1	231	74	0	120	145	88	10	0	182	110	3	2
2427	1	1	1	3	1	1	1	231	67	0	30	142	81	20	0	182	85	3	2
2428	1	1	1	3	1	1	1	182	67	0	60	142	81	30	0	112	110	3	3
2429	1	1	1	3	1	1	1	198	74	0	30	142	81	30	0	182	68	3	2
2430	1	1	1	3	1	1	1	198	67	0	30	145	74	10	0	112	85	3	3
2431	1	1	1	3	1	1	1	198	89	0	60	142	88	20	0	112	68	3	3
2432	1	1	1	3	1	1	1	231	89	0	30	145	90	30	0	112	110	3	3
2433	1	1	1	3	1	1	1	198	74	0	60	145	88	30	0	140	85	3	3
2434	1	1	1	2	1	1	1	181	101	0	120	68	118	20	0	195	90	3	3
2435	1	1	1	2	1	1	1	164	101	0	30	62	109	10	0	195	117	3	2
2436	1	1	1	2	1	1	1	215	101	0	60	76	137	30	0	195	72	3	3
2437	1	1	1	2	1	1	1	164	84	0	30	68	118	20	0	120	72	3	3
2438	1	1	1	2	1	1	1	215	76	0	60	68	90	20	0	150	117	3	2
2439	1	1	1	2	1	1	1	181	76	0	120	62	109	10	0	150	72	3	3
2440	1	1	1	2	1	1	1	164	101	0	120	76	137	10	0	120	90	3	2
2441	1	1	1	2	1	1	1	164	76	0	30	76	94	30	0	150	90	3	3
2442	1	1	1	2	1	1	1	215	84	0	60	62	105	10	0	120	90	3	2
2443	1	1	1	2	1	1	1	288	112	0	30	123	127	10	0	220	124	3	2
2444	1	1	1	2	1	1	1	288	112	0	120	113	155	10	0	286	201	3	2
2445	1	1	1	2	1	1	1	288	101	0	30	105	140	20	0	286	155	3	2
2446	1	1	1	2	1	1	1	219	101	0	60	105	140	30	0	176	201	3	2
2447	1	1	1	2	1	1	1	242	112	0	30	105	137	30	0	286	124	3	2
2448	1	1	1	2	1	1	1	242	101	0	30	113	118	10	0	176	155	3	3
2449	1	1	1	2	1	1	1	242	134	0	60	105	146	20	0	176	124	3	3
2450	1	1	1	2	1	1	1	288	134	0	30	113	155	30	0	176	201	3	2
2451	1	1	1	2	1	1	1	242	112	0	60	113	155	30	0	220	155	3	2
2452	1	1	1	3	1	1	1	222	101	0	120	81	109	30	0	150	90	3	2
2453	1	1	1	3	1	1	1	171	76	0	120	87	90	30	0	195	72	3	2
2454	1	1	1	3	1	1	1	222	76	0	120	95	94	20	0	120	72	3	2
2455	1	1	1	3	1	1	1	188	76	0	60	95	94	10	0	195	117	3	2
2456	1	1	1	3	1	1	1	188	84	0	120	95	97	30	0	120	117	3	2
2457	1	1	1	3	1	1	1	171	84	0	60	95	97	20	0	195	90	3	2
2458	1	1	1	3	1	1	1	171	101	0	60	87	118	10	0	150	72	3	2
2459	1	1	1	3	1	1	1	171	84	0	120	81	105	20	0	150	117	3	2
2460	1	1	1	3	1	1	1	188	101	0	30	95	137	20	0	150	117	3	2
2478	1	1	1	2	1	1	1	373	237	0	30	205	266	10	0	260	132	3	2
2479	1	1	1	2	1	1	1	373	237	0	120	195	322	10	0	338	214	3	2
2480	1	1	1	2	1	1	1	373	213	0	30	187	293	20	0	338	165	3	2
2481	1	1	1	2	1	1	1	299	213	0	60	187	293	30	0	208	214	3	3
2482	1	1	1	2	1	1	1	324	237	0	30	187	281	30	0	338	132	3	2
2483	1	1	1	2	1	1	1	324	213	0	30	195	245	10	0	208	165	3	3
2484	1	1	1	2	1	1	1	324	284	0	60	187	301	20	0	208	132	3	3
2485	1	1	1	2	1	1	1	373	284	0	30	195	322	30	0	208	214	3	3
2486	1	1	1	2	1	1	1	324	237	0	60	195	322	30	0	260	165	3	3
2487	1	1	1	3	1	1	1	178	45	0	30	100	49	10	0	120	56	3	2
2488	1	1	1	3	1	1	1	178	45	0	120	96	57	10	0	156	91	3	2
2489	1	1	1	3	1	1	1	178	40	0	30	93	53	20	0	156	70	3	2
2490	1	1	1	3	1	1	1	133	40	0	60	93	53	30	0	96	91	3	2
2491	1	1	1	3	1	1	1	148	45	0	30	93	52	30	0	156	56	3	2
2492	1	1	1	3	1	1	1	148	40	0	30	96	46	10	0	96	70	3	2
2493	1	1	1	3	1	1	1	148	54	0	60	93	56	20	0	96	56	3	3
2494	1	1	1	3	1	1	1	178	54	0	30	96	58	30	0	96	91	3	2
2495	1	1	1	3	1	1	1	148	45	0	60	96	57	30	0	120	70	3	2
2496	1	1	1	4	1	1	1	252	194	0	30	114	218	10	0	180	100	3	2
2497	1	1	1	4	1	1	1	252	194	0	120	106	266	10	0	234	162	3	2
2498	1	1	1	4	1	1	1	252	175	0	30	100	245	20	0	234	125	3	2
2499	1	1	1	4	1	1	1	195	175	0	60	100	245	30	0	144	162	3	3
2500	1	1	1	4	1	1	1	214	194	0	30	100	225	30	0	234	100	3	2
2501	1	1	1	4	1	1	1	214	175	0	30	106	210	10	0	144	125	3	3
2502	1	1	1	4	1	1	1	214	233	0	60	100	254	20	0	144	100	3	3
2503	1	1	1	4	1	1	1	252	233	0	30	106	266	30	0	144	162	3	3
2504	1	1	1	4	1	1	1	214	194	0	60	106	266	30	0	180	125	3	2
2514	1	1	1	3	1	1	1	126	32	0	30	54	38	10	0	90	44	3	3
2515	1	1	1	3	1	1	1	126	32	0	120	50	45	10	0	117	71	3	2
2516	1	1	1	3	1	1	1	126	29	0	30	47	42	20	0	117	55	3	2
2517	1	1	1	3	1	1	1	94	29	0	60	47	42	30	0	72	71	3	1
2518	1	1	1	3	1	1	1	105	32	0	30	47	40	30	0	117	44	3	2
2519	1	1	1	3	1	1	1	105	29	0	30	50	34	10	0	72	55	3	3
2520	1	1	1	3	1	1	1	105	38	0	60	47	43	20	0	72	44	3	3
2521	1	1	1	3	1	1	1	126	38	0	30	50	45	30	0	72	71	3	2
2522	1	1	1	3	1	1	1	105	32	0	60	50	45	30	0	90	55	3	1
2532	1	1	1	3	1	1	1	145	184	0	120	93	194	20	0	182	75	3	2
2533	1	1	1	3	1	1	1	131	184	0	30	90	184	10	0	182	97	3	2
2534	1	1	1	3	1	1	1	172	184	0	60	97	218	30	0	182	60	3	2
2535	1	1	1	3	1	1	1	131	153	0	30	93	189	20	0	112	60	3	3
2536	1	1	1	3	1	1	1	172	138	0	60	93	155	20	0	140	97	3	2
2537	1	1	1	3	1	1	1	145	138	0	120	90	181	10	0	140	60	3	2
2538	1	1	1	3	1	1	1	131	184	0	120	97	218	10	0	112	75	3	3
